scenario_id,plan_id,year,entity,metric,value,unit
MANDATORY_STRESS,base-v1,2036,E,reservation_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2036,E,total_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2036,E,reliability,0.995,share
MANDATORY_STRESS,base-v1,2037,A,available,1,bool
MANDATORY_STRESS,base-v1,2037,A,available_months,12,months
MANDATORY_STRESS,base-v1,2037,A,capacity_t,190.0,t
MANDATORY_STRESS,base-v1,2037,A,capacity_available_t,190.0,t
MANDATORY_STRESS,base-v1,2037,A,reserved_capacity_t,190.0,t
MANDATORY_STRESS,base-v1,2037,A,ordered_t,185.0,t
MANDATORY_STRESS,base-v1,2037,A,delivered_plan_t,185.0,t
MANDATORY_STRESS,base-v1,2037,A,delivered_actual_t,185.0,t
MANDATORY_STRESS,base-v1,2037,A,delivery_share,1.0,share
MANDATORY_STRESS,base-v1,2037,A,payable_volume_t,185.0,t
MANDATORY_STRESS,base-v1,2037,A,take_or_pay_topup_t,0.0,t
MANDATORY_STRESS,base-v1,2037,A,price_mln_per_t,6.2,t
MANDATORY_STRESS,base-v1,2037,A,base_price_mln_per_t,6.2,t
MANDATORY_STRESS,base-v1,2037,A,variable_payment_mln,1147.0,mln
MANDATORY_STRESS,base-v1,2037,A,reservation_payment_mln,85.5,mln
MANDATORY_STRESS,base-v1,2037,A,total_payment_mln,1232.5,mln
MANDATORY_STRESS,base-v1,2037,A,reliability,0.96,share
MANDATORY_STRESS,base-v1,2037,B,available,1,bool
MANDATORY_STRESS,base-v1,2037,B,available_months,12,months
MANDATORY_STRESS,base-v1,2037,B,capacity_t,110.0,t
MANDATORY_STRESS,base-v1,2037,B,capacity_available_t,110.0,t
MANDATORY_STRESS,base-v1,2037,B,reserved_capacity_t,30.0,t
MANDATORY_STRESS,base-v1,2037,B,ordered_t,20.0,t
MANDATORY_STRESS,base-v1,2037,B,delivered_plan_t,20.0,t
MANDATORY_STRESS,base-v1,2037,B,delivered_actual_t,20.0,t
MANDATORY_STRESS,base-v1,2037,B,delivery_share,1.0,share
MANDATORY_STRESS,base-v1,2037,B,payable_volume_t,20.0,t
MANDATORY_STRESS,base-v1,2037,B,take_or_pay_topup_t,0.0,t
MANDATORY_STRESS,base-v1,2037,B,price_mln_per_t,8.9,t
MANDATORY_STRESS,base-v1,2037,B,base_price_mln_per_t,8.9,t
MANDATORY_STRESS,base-v1,2037,B,variable_payment_mln,178.0,mln
MANDATORY_STRESS,base-v1,2037,B,reservation_payment_mln,4.5,mln
MANDATORY_STRESS,base-v1,2037,B,total_payment_mln,182.5,mln
MANDATORY_STRESS,base-v1,2037,B,reliability,0.985,share
MANDATORY_STRESS,base-v1,2037,C,available,0,bool
MANDATORY_STRESS,base-v1,2037,C,available_months,0,months
MANDATORY_STRESS,base-v1,2037,C,capacity_t,130.0,t
MANDATORY_STRESS,base-v1,2037,C,capacity_available_t,0.0,t
MANDATORY_STRESS,base-v1,2037,C,reserved_capacity_t,0.0,t
MANDATORY_STRESS,base-v1,2037,C,ordered_t,0.0,t
MANDATORY_STRESS,base-v1,2037,C,delivered_plan_t,0.0,t
MANDATORY_STRESS,base-v1,2037,C,delivered_actual_t,0.0,t
MANDATORY_STRESS,base-v1,2037,C,delivery_share,1.0,share
MANDATORY_STRESS,base-v1,2037,C,payable_volume_t,0.0,t
MANDATORY_STRESS,base-v1,2037,C,take_or_pay_topup_t,0.0,t
MANDATORY_STRESS,base-v1,2037,C,price_mln_per_t,7.1,t
MANDATORY_STRESS,base-v1,2037,C,base_price_mln_per_t,7.1,t
MANDATORY_STRESS,base-v1,2037,C,variable_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2037,C,reservation_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2037,C,total_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2037,C,reliability,0.94,share
MANDATORY_STRESS,base-v1,2037,D,available,0,bool
MANDATORY_STRESS,base-v1,2037,D,available_months,0,months
MANDATORY_STRESS,base-v1,2037,D,capacity_t,120.0,t
MANDATORY_STRESS,base-v1,2037,D,capacity_available_t,0.0,t
MANDATORY_STRESS,base-v1,2037,D,reserved_capacity_t,0.0,t
MANDATORY_STRESS,base-v1,2037,D,ordered_t,0.0,t
MANDATORY_STRESS,base-v1,2037,D,delivered_plan_t,0.0,t
MANDATORY_STRESS,base-v1,2037,D,delivered_actual_t,0.0,t
MANDATORY_STRESS,base-v1,2037,D,delivery_share,1.0,share
MANDATORY_STRESS,base-v1,2037,D,payable_volume_t,0.0,t
MANDATORY_STRESS,base-v1,2037,D,take_or_pay_topup_t,0.0,t
MANDATORY_STRESS,base-v1,2037,D,price_mln_per_t,3.0,t
MANDATORY_STRESS,base-v1,2037,D,base_price_mln_per_t,3.0,t
MANDATORY_STRESS,base-v1,2037,D,variable_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2037,D,reservation_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2037,D,total_payment_mln,0.0,mln
MANDATORY_STRESS,base-v1,2037,E,available,1,bool
MANDATORY_STRESS,base-v1,2037,E,available_months,12,months
MANDATORY_STRESS,base-v1,2037,E,capacity_t,80.0,t
MANDATORY_STRESS,base-v1,2037,E,capacity_available_t,80.0,t
MANDATORY_STRESS,base-v1,2037,E,reserved_capacity_t,0.0,t
MANDATORY_STRESS,base-v1,2037,E,ordered_t,0.0,t
MANDATORY_STRESS,base-v1,2037,E,delivered_plan_t,0.0,t
MANDATORY_STRESS,base-v1,2037,E,delivered_actual_t,0.0,t
MANDATORY_STRESS,base-v1,2037,E,delivery_share,1.0,share
MANDATORY_STRESS,base-v1,2037,E,payable_volume_t,0.0,t
MANDATORY_STRESS,base-v1,2037,E,take_or_pay_topup_t,0.0,t
